car_park_id,address,x_coordinate,y_coordinate,parking_system_type,short_term_parking,whole_day_parking,0700to1900_parking,0700to2230_parking,free_parking,night_parking,car_park_basement,0700to1700_motorcars_rate,1700to0700_motorcars_rate,0700to2230_motorcycle_per_lot,22300to0700_motorcycle_per_lot
GM2A,BLK 8A GHIM MOH ROAD,22874.5952,32575.0244,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GM3,BLK 19/20 GHIM MOH ROAD,23051.41,32606.52,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GM5,BLK 21 GHIM MOH ROAD,23013.32,32520.93,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GM6A,BLK 13A GHIM MOH ROAD,23036.915,32422.5932,ELECTRONIC PARKING,YES,NO,YES,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
GM6B,BLK 16A GHIM MOH ROAD,22917.7735,32435.7026,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GSM,BLK 2 GEYLANG SERAI,35236.2639,33275.6378,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
GSML,BLK 2 GEYLANG SERAI,35252.7807,33256.2338,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
HCM,BLK 104A HENDERSON CRESCENT,26691.3633,30161.685,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HDBH,BLK 480 480 LORONG 6 TOA PAYOH,29669.4119,34933.9237,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,YES,0.6,0.6,0.65,0.65
HE1,BLK 102/103/104 HENDERSON CRESCENT,26779.8906,30181.1563,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HE12,BLK 78/81 REDHILL LANE,26367.5806,30069.2434,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HE14,BLK 115 BUKIT MERAH VIEW,26768.4355,29793.2871,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HE17,BLK 93/96 HENDERSON ROAD,26561.0277,29871.6493,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HE19,#NAME?,26627.3867,30326.9473,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HE22,BLK 105 HENDERSON ROAD,26834.7218,30269.4645,COUPON PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HE24,BLK 116 BUKIT MERAH VIEW,26627.4121,29677.5937,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HE3,BLK 116/117 BUKIT MERAH VIEW,26708.25,29683.2227,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,26827.4609,29545.2148,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HE9,BLK 118/119 BUKIT MERAH VIEW,26650.6074,29571.3613,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG1,"BLK 1,2,6,7 HOUGANG AVENUE 3",34773.1311,38246.9455,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG1A,BLK 470 UPPER SERANGOON CRESCENT,35619.4738,40071.2687,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG1B,BLK 475 UPPER SERANGOON CRESCENT,35497.5223,39745.8425,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG1C,BLK 476 UPPER SERANGOON VIEW,35850.5915,39983.2046,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG1D,BLK 376 HOUGANG STREET 32,34765.7308,38421.4154,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG1E,BLK 377 HOUGANG STREET 32,34832.7635,38300.6631,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG1F,BLK 229 HOUGANG STREET 21,33985.8567,37798.8386,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG10,BLK 101-108 HOUGANG AVENUE 1,34361.8201,37404.5949,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG11,BLK 301-319 HOUGANG AVENUE 5,34862.2295,38666.4192,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG12,BLK 320-324 HOUGANG AVENUE 5,35216.1904,38747.8164,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG13,BLK 325/326 HOUGANG AVENUE 7,35261.0156,38873.8796,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG14,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",35023.2798,39024.5479,COUPON PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HG15,BLK 208-210 HOUGANG STREET 21,33942.0874,37892.5664,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG16,BLK 211-212 HOUGANG STREET 21,34095.5904,37977.2274,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG17,BLK 231/233/235/237 HOUGANG STREET 21,34080.7076,37750.4416,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG18,BLK 230/232/234/236/238 HOUGANG AVENUE 1,34191.1758,37792.5508,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HG19,BLK 138-145 LORONG AH SOO,33618.2651,37216.3433,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG2,BLK 15-18 HOUGANG AVENUE 3,34533.3906,38329.9531,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG2A,BLK 473 UPPER SERANGOON CRESCENT,35501.0297,39817.8795,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG2B,BLK 933 HOUGANG AVENUE 9,33468.3697,39724.6803,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG2C,BLK 364 / 365 UPPER SERANGOON RD,35112.2965,39125.1711,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG2D,"BLK 581,582 AND 582A BUANGKOK GREEN",33994.2969,40153.4168,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG20,BLK 128-137 LORONG AH SOO,33910.4258,36933.0703,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HG22,BLK 154-157 HOUGANG STREET 11,33243.2373,37175.2101,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HG23,BLK 239-246 HOUGANG STREET 22,34480.0781,37732.4375,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HG24,BLK 247-254 HOUGANG AVENUE 3,34496.2494,37985.1602,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HG26,BLK 335-341 HOUGANG AVENUE 7,35293.1914,39057.5898,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG29,BLK 351-357 HOUGANG AVENUE 7,35318.5017,39372.252,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG3A,BLK 997 BUANGKOK CRESCENT,33282.6779,40818.5609,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG3B,BLK 991 BUANGKOK LINK,33375.828,40694.4027,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG3C,BLK 996 BUANGKOK CRESCENT,33418.229,40968.2736,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG3D,BLK 998 BUANGKOK CRESCENT,33158.7215,40684.5984,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG3E,BLK 993 BUANGKOK LINK,33602.1418,40785.1834,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG3L,"BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK",33373.4677,40905.5905,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HG30,BLK 464-468 HOUGANG AVENUE 10,35083.1678,39473.6275,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG31,BLK 414-416 HOUGANG AVENUE 10,35031.5866,39712.0645,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG32,BLK 601-608 HOUGANG AVENUE 4,33869.4973,39265.7089,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG33,BLK 609-621 HOUGANG AVENUE 8,33681.9766,39065.4219,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG34,BLK 622-632 HOUGANG AVENUE 8,33362.3594,39106.8477,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG35,"BLK 701-702,707-710 HOUGANG AVENUE 2",34192.6367,38725.0781,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG36,"BLK 703-706,711-712 HOUGANG AVENUE 2",34041.3045,38684.032,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG37,BLKS 501-507 HOUGANG AVENUE 8,34015.3359,39445.9023,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG38,"BLK 508-517,520-533 HOUGANG AVENUE 10",34340.7388,39488.4518,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG39,HOUGANG SPORTS COMPLEX,33859.2191,39106.9608,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG4,BLK 19-23 HOUGANG AVENUE 3,34417.4102,38475.2617,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG40,"BLK 1 TO 32, 37 TO 38 DEFU LANE 10",34539.9612,37136.0181,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG41,BLK 633-642 & 647-648 HOUGANG AVENUE 8,33122.7539,39254.3111,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG42,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,33575.4429,39573.3197,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG43,BLK 668-680 HOUGANG AVENUE 8,33674.0721,39346.8732,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG44,BLK 681-684 HOUGANG AVENUE 4/8,33899.488,39516.6851,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG45,BLK 685-691 HOUGANG STREET 61,33877.2539,39766.0352,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG46,BLK 692-698 HOUGANG STREET 61,33969.957,39760.9531,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG47,BLK 805 HOUGANG CENTRAL,34748.896,39244.171,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG48,BLK 417-434 HOUGANG AVENUE 6/8/10,34763.52,39713.1288,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG49,BLK 435-458 HOUGANG AVENUE 6/8,34837.5859,40085.5664,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG5,BLK 24/25 HOUGANG AVENUE 3,34565.1384,38599.6502,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG50,BLK 534-545 HOUGANG AVENUE 8,34456.3578,39923.9507,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HG51,BLK 546-555 HOUGANG STREET 51,34320.5249,40069.8193,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG52,BLK 556-566 HOUGANG STREET 51,34280.7309,40250.2304,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG53,BLK 830A HOUGANG CENTRAL,34386.2027,39209.6336,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
HG54,BLK 220-222 HOUGANG STREET 21,33679.7387,37636.4156,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG55,BLK 814 HOUGANG AVENUE 10,34665.4285,39409.9585,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG56,BLK 830-835 HOUGANG CENTRAL,34321.5593,39246.2794,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG57,DEFU LANE 7,35081.043,37491.8984,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG58,DEFU LANE 8,35056,37688.4219,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG59,DEFU LANE 9,34677.457,36999.3906,COUPON PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG60,BLK 548A HOUGANG STREET 51,34440.7881,40108.8916,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG61,BLK 559A HOUGANG STREET 51,34213.8314,40180.7212,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG62,BLK 566A HOUGANG STREET 51,34147.6282,40310.4206,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG63,BLK 465A UPPER SERANGOON ROAD,35127.5269,39373.949,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG64,BLK 682-684 HOUGANG STREET 61,33895.9179,39593.254,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG65,DEFU LANE 11,34622.7764,36051.0336,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG66,DEFU LANE 12,34913.4572,35860.8756,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG67,"BLK 401-413, 460-463 HOUGANG AVENUE 10",34955.3741,39587.9068,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG68,BLK 838A HOUGANG CENTRAL,34512.6726,39104.8807,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG69,BLK 850A HOUGANG CENTRAL,34638.456,39111.1082,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG7,BLK 109-127 HOUGANG AVENUE 1,34063.4941,37305.6551,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG70,BLK 567A HOUGANG STREET 51,34141.9377,40105.4776,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG71,BLK 574A HOUGANG STREET 51,33904.3999,39964.9457,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG72,BLK 576A HOUGANG AVENUE 4,33852.9205,40066.849,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG73,BLK 909A HOUGANG STREET 91,33590.2913,40031.4783,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG74,BLK 166A HOUGANG AVENUE 1,34093.2753,36992.4181,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG75,BLK 172A HOUGANG AVENUE 1,34196.4873,36967.1434,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG76,BLK 159A HOUGANG STREET 11,33136.5776,37096.1058,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG77,BLK 919A HOUGANG AVENUE 4,33667.3839,39716.3125,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG78,BLK 925A HOUGANG STREET 91,33558.5205,39862.4297,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG79,BLK 931A HOUGANG STREET 91,33249.7444,39781.9719,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG80,BLK 941A HOUGANG STREET 92,33091.2937,39576.5271,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG81,DEFU LANE 1,35344.4023,38110.0508,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG82,DEFU LANE 2,35706.5,38048.3008,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG83,DEFU LANE 3,35650.3728,37831.2487,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG84,DEFU LANE 5,35239,37964.8945,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG85,DEFU LANE 6,35362.1016,38036.1953,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
HG86,BLK 946A HOUGANG STREET 92,33253.8313,39628.6415,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG87,BLK 955A HOUGANG AVENUE 9,32957.2644,39767.9074,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG88,BLK 699D HOUGANG STREET 52,34150.9965,39781.4108,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG89,BLK 435A HOUGANG AVENUE 8,34756.316,39980.4127,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG9,BLK 201-204 HOUGANG STREET 21,33698.1131,37886.9986,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG9T,BLK 206 HOUGANG STREET 21,33778.1037,37858.0136,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG90,BLK 966A HOUGANG AVENUE 9,32955.07,39984.6887,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG91,BLK 971A HOUGANG STREET 91,33219.5565,39999.7403,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG92,BLK 373A HOUGANG STREET 31,34311.515,38261.6987,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG93,BLK 980 BUANGKOK CRESCENT,33208.1321,40216.5463,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG94,BLK 984 BUANGKOK LINK,33267.1427,40391.5643,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG95,BLK 105 HOUGANG AVENUE 1,34319.1474,37341.5832,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG96,BLK 108 HOUGANG AVENUE 1,34282.3014,37198.2092,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG97,BLK 804 HOUGANG AVENUE 10,34837.3954,39248.3805,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HG98,BLK 988 BUANGKOK GREEN,32938.9335,40216.0826,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HG99,BLK 174A-174D HOUGANG AVENUE 1,34202.0544,36839.2199,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
HLM,BLK 533A HONG LIM MSCP,29354.6692,29687.508,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,1.6,0.6,0.65,0.65
HRM,BLK 96 HENDERSON ROAD,26668.6582,29993.0383,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HR1,BLK 1-3 HAIG ROAD,35147.8437,32640.4844,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HR2,BLK 4-6 HAIG ROAD,35090.332,32769.8359,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HR3,BLK 7 TO 9 HAIG ROAD,35018.9851,32918.853,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HR4,BLK 10 TO 14 HAIG ROAD,34975.9951,32997.6117,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HR5,BLK 21 TO 23 HAIG ROAD,34875.6086,32812.5333,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
HVM,BLK 51 HAVELOCK ROAD,27376.7446,30252.7338,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
H11,BLK 34 JALAN BUKIT HO SWEE,27390.4513,29983.9052,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
H12,BLK 1/5 DELTA AVENUE,27342.3203,30487.627,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
H14,BLK 96 HAVELOCK ROAD MSCP,27905.0274,30102.5966,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
H15,BLK 568 GANGES AVENUE,27733.5273,30287.791,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
H17,BLK 28A BEO CRESCENT,27392.1841,30064.5769,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
H18,BLK 44A HAVELOCK ROAD,27294.4381,30155.4567,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
